total_txn_amount,avg_txn_amount,std_txn_amount,txn_count,max_txn_amount,min_txn_amount,burst_score,time_to_first_outbound_minutes,fund_exit_ratio,txn_velocity,distinct_counterparties,counterparty_diversity_score,incoming_sources_count,international_counterparty_flag,pep_flag,high_risk_country_flag,kyc_risk_score,account_age_days,alert_count,historical_sar_flag,sar_worthy,typology_structuring,typology_rapid_movement,typology_funnel_account,typology_trade_based,typology_shell_company,typology_round_tripping
3034015.06,101133.8353,13196.5355,30,101133.8353,60300.96,0.8626,74,0.6098,4.3879,22,0.2568,35,1,0,1,0.7636,603,3,0,1,0,0,1,0,0,0
12949069.55,616622.3595,64213.7652,21,851420.77,616622.3595,0.4762,3761,0.8222,2.2616,27,0.4299,9,1,0,0,0.8415,1808,5,1,1,0,0,0,1,0,0
3241038.85,92601.1101,11248.9128,35,92601.1101,46623.43,0.6364,54,0.604,4.3879,43,0.2568,49,1,0,0,0.71,543,3,0,1,0,0,1,0,0,0
426035.24,5071.8481,5071.8481,84,39503.47,5071.8481,0.7651,133,0.8279,3.6637,9,0.1452,3,0,1,1,0.7917,204,9,0,1,1,0,0,0,0,0
5495176.06,686897.008,385788.4871,8,2494781.55,686897.008,0.3029,6243,0.8884,0.5447,5,0.318,8,1,0,1,0.6825,1104,7,0,1,0,0,0,1,0,0
2724883.37,44670.2192,13994.4459,61,49648.69,38390.27,0.5414,123,0.9372,4.6712,9,0.5758,49,1,1,1,0.8921,603,3,0,1,0,0,1,0,0,0
892639.92,42506.6628,2046.4565,21,42506.6628,42506.6628,0.6493,182,0.812,9.7802,16,0.2399,4,0,0,1,0.7917,334,9,0,1,1,0,0,0,0,0
6611362.45,220378.7484,17412.6261,30,220378.7484,81241.63,0.5161,266,0.9029,8.2236,9,0.7297,28,0,0,1,0.6392,585,8,0,1,0,0,1,0,0,0
10802887.39,771634.8138,210382.3151,14,771634.8138,714399.78,0.6826,2615,0.7576,3.4858,49,0.5207,11,1,0,1,0.5688,1460,10,1,1,0,0,0,0,1,0
5777408.2,186368.0066,7075.5949,31,186368.0066,3035.06,0.7937,237,0.794,3.6637,11,0.1452,3,0,0,1,0.7917,35,3,0,1,1,0,0,0,0,0
7530463.36,209179.5379,31556.7404,36,209179.5379,209179.5379,0.9503,5,0.9398,19.95,21,0.6846,10,0,1,0,0.559,48,8,0,1,0,1,0,0,0,0
1018373.47,48493.9747,218.3038,21,48493.9747,29791.67,0.8039,279,0.678,9.7136,9,0.1452,3,0,0,0,0.7917,140,8,0,1,1,0,0,0,0,0
144658.08,24109.6803,635.3085,6,40933.84,24109.6803,0.0976,25390,0.4767,0.7955,1,0.0493,4,0,0,0,0.394,3433,1,0,0,0,0,0,0,0,0
25200624.14,812923.3594,20091.807,31,812923.3594,452778.79,0.7091,1962,0.9819,2.2612,9,0.4707,12,1,1,1,0.7368,1703,9,1,1,0,0,0,0,0,1
9029891.43,1003321.2698,162957.7854,9,1205763.07,891441.16,0.6023,6760,0.8624,4.2538,60,0.5795,17,1,0,0,0.5688,1318,3,0,1,0,0,0,0,1,0
661954.54,41372.1588,41372.1588,16,58841.85,41372.1588,0.7721,27,0.7102,19.95,11,0.8491,19,1,0,0,0.5525,88,9,0,1,0,1,0,0,0,0
187658.38,5071.8481,3748.6343,37,67683.03,5071.8481,0.6479,120,0.6762,4.6009,11,0.1452,3,0,0,0,0.5879,265,11,0,1,1,0,0,0,0,0
22761854.06,812923.3594,40839.8336,28,812923.3594,532394.56,0.5236,7985,0.9186,3.3317,9,0.5861,10,1,0,1,0.8847,1020,7,0,1,0,0,0,0,0,1
10033212.7,1003321.2698,184152.4557,10,1491516.43,892584.09,0.7131,5306,0.7513,1.1368,24,0.499,15,1,0,1,0.5688,2026,10,1,1,0,0,0,0,1,0
36617328.39,1592057.7563,236896.6406,23,1592057.7563,1434923.74,0.3029,6605,0.8725,0.5447,22,0.6623,10,1,0,1,0.7793,958,6,0,1,0,0,0,1,0,0
2548185.71,121342.1767,24548.7076,21,121342.1767,32764.21,0.7221,274,0.7749,5.952,12,0.2099,3,0,0,0,0.7917,229,3,0,1,1,0,0,0,0,0
2791885.79,45030.416,5436.8919,62,45030.416,45030.416,0.7148,307,0.8279,4.6195,5,0.2547,3,0,1,0,0.7804,257,6,0,1,1,0,0,0,0,0
10096263.26,183568.4229,43121.4415,55,215214.47,183568.4229,0.9861,66,0.867,15.5209,9,0.4654,3,1,0,1,0.6955,48,9,0,1,0,1,0,0,0,0
19170415.49,661048.81,20091.807,29,715553.24,618876.37,0.6138,1962,0.8767,2.1583,19,0.309,12,1,0,1,0.8235,1554,9,0,1,0,0,0,0,0,1
4687117.5,111598.0358,2111.3978,42,111598.0358,51209.38,0.516,54,0.7143,4.3879,11,0.7177,49,0,0,0,0.8664,603,10,1,1,0,0,1,0,0,0
28374814.44,1773425.9025,64213.7652,16,3157121.88,469353.05,0.4699,7714,0.7733,2.6774,25,0.318,9,1,0,0,0.8453,200,8,0,1,0,0,0,1,0,0
12039855.24,1003321.2698,174758.396,12,1491516.43,524993.62,0.7131,6144,0.8901,4.3196,53,0.7744,18,1,0,1,0.5688,2026,10,0,1,0,0,0,0,1,0
455093.75,41372.1588,40139.5263,11,154489.66,7221.69,0.9231,12,0.9205,19.95,26,0.5596,14,0,0,0,0.7382,161,4,1,1,0,1,0,0,0,0
5833128.94,1166625.7887,368418.2996,5,1166625.7887,1166625.7887,0.3029,8845,0.7615,0.6962,17,0.3659,8,1,0,0,0.8807,719,7,1,1,0,0,0,1,0,0
455093.75,41372.1588,41372.1588,11,319835.9,41372.1588,0.987,31,0.9081,12.351,28,0.8053,14,1,0,0,0.6013,48,10,1,1,0,1,0,0,0,0
1511450.94,50381.6981,10616.4186,30,68259.67,17436.54,0.4918,60,0.9291,7.1457,48,0.4608,41,1,0,1,0.5867,346,9,1,1,0,0,1,0,0,0
6848304.97,856038.1212,214795.7564,8,856038.1212,556182.34,0.5093,6877,0.7965,4.8961,33,0.5201,19,0,1,0,0.5688,1508,7,1,1,0,0,0,0,1,0
1502714.63,57796.7166,7407.1891,26,57796.7166,23546.38,0.8004,136,0.8279,3.6637,22,0.1452,3,0,1,1,0.7443,329,9,0,1,1,0,0,0,0,0
9029891.43,1003321.2698,190076.3363,9,1003321.2698,775842.87,0.7102,5814,0.9285,4.554,18,0.7539,19,1,0,1,0.6776,1555,10,1,1,0,0,0,0,1,0
9168451.63,241275.0429,11346.5315,38,241275.0429,241275.0429,0.7621,12,0.8608,19.95,31,0.5209,19,1,0,0,0.9367,54,4,0,1,0,1,0,0,0,0
1364641.57,54585.6626,7797.4327,25,54585.6626,3035.06,0.8037,214,0.7428,9.1136,2,0.1452,3,0,0,1,0.7612,338,6,1,1,1,0,0,0,0,0
8026570.16,1003321.2698,248474.2514,8,1003321.2698,748380.44,0.4876,865,0.7547,1.1368,60,0.528,10,1,0,1,0.5688,960,4,0,1,0,0,0,0,1,0
455093.75,41372.1588,41372.1588,11,262940.71,41372.1588,0.8981,31,0.9097,19.95,33,0.7794,18,1,1,0,0.5525,48,4,0,1,0,1,0,0,0,0
2588774.35,47068.6245,2372.028,55,69863.11,47068.6245,0.7351,311,0.9429,4.3879,9,0.4882,11,1,0,1,0.5473,462,3,1,1,0,0,1,0,0,0
455093.75,41372.1588,26738.583,11,336150.69,41372.1588,0.7938,93,0.9687,12.2749,23,0.5647,13,0,0,0,0.7127,128,4,1,1,0,1,0,0,0,0
36119565.71,1003321.2698,145336.9438,36,1003321.2698,740496.83,0.7131,6838,0.7209,1.9699,25,0.6789,17,1,0,1,0.5892,302,8,1,1,0,0,0,0,1,0
5038988.55,89981.9384,10016.6313,56,89981.9384,857.74,0.6197,54,0.774,5.2601,9,0.4822,32,1,0,1,0.8226,603,8,0,1,0,0,1,0,0,0
152155.44,5071.8481,5071.8481,30,6403.63,5071.8481,0.8121,331,0.7337,3.6637,5,0.2388,3,0,1,1,0.7917,248,3,1,1,1,0,0,0,0,0
5453000.45,495727.3139,23169.7221,11,495727.3139,446616.68,0.8792,30,0.913,19.95,20,0.4783,3,1,1,0,0.6201,150,4,1,1,0,1,0,0,0,0
827262.67,25851.9585,7239.9592,32,25851.9585,4499.99,0.8121,392,0.8279,3.6866,7,0.4418,3,1,1,0,0.7917,136,6,1,1,1,0,0,0,0,0
2327682.8,211607.5273,24524.8204,11,211607.5273,211607.5273,0.8835,307,0.9591,6.2978,14,0.4654,13,1,0,0,0.7289,101,10,1,1,0,1,0,0,0,0
8615451.88,103800.6251,12733.9437,83,122156.92,64072.19,0.6576,158,0.604,6.7049,11,0.4933,49,0,0,0,0.6377,563,3,1,1,0,0,1,0,0,0
25200624.14,812923.3594,71314.7393,31,812923.3594,2913.67,0.506,8803,0.9131,1.6088,31,0.6641,7,1,0,1,0.8847,1246,8,1,1,0,0,0,0,0,1
5624362.53,244537.5012,5223.9701,23,279552.74,3035.06,0.5339,205,0.8279,5.7354,8,0.2099,5,0,1,1,0.7917,269,5,0,1,1,0,0,0,0,0
786071.02,41372.1588,37665.9043,19,185762.92,41372.1588,0.9712,121,0.9427,19.5235,22,0.5823,11,0,1,1,0.5525,123,9,1,1,0,1,0,0,0,0
18687635.27,602826.9441,52493.5375,31,995864.65,602826.9441,0.506,4938,0.9819,3.8352,21,0.418,6,1,1,1,0.5742,348,9,0,1,0,0,0,0,0,1
167370.99,5071.8481,4105.9774,33,6403.63,5071.8481,0.8121,292,0.7433,6.541,7,0.3628,3,0,0,1,0.7857,249,3,0,1,1,0,0,0,0,0
14046497.78,1003321.2698,212194.6309,14,1003321.2698,696634.79,0.525,4338,0.829,4.8277,60,0.6749,14,1,0,1,0.5688,1508,10,0,1,0,0,0,0,1,0
1270623.06,48870.1175,6853.3838,26,48870.1175,48870.1175,0.8121,391,0.8279,8.3715,7,0.1452,3,1,0,1,0.7917,353,3,1,1,1,0,0,0,0,0
6562932.76,820366.5949,250403.5484,8,820366.5949,820366.5949,0.6551,3862,0.7175,4.0891,52,0.6057,17,1,1,1,0.6107,1474,4,0,1,0,0,0,0,1,0
106508.81,5071.8481,218.3038,21,6403.63,5071.8481,0.7785,382,0.7628,7.3619,10,0.297,7,0,0,1,0.5046,304,11,0,1,1,0,0,0,0,0
1440060.33,130914.5758,43121.4415,11,326091.82,130914.5758,0.9739,5,0.8964,18.5988,9,0.4654,18,1,0,0,0.5525,48,4,1,1,0,1,0,0,0,0
8026570.16,1003321.2698,257697.5935,8,1003321.2698,892584.09,0.577,4495,0.7878,1.1368,60,0.6318,19,1,0,1,0.5688,2026,10,0,1,0,0,0,0,1,0
25083031.74,1003321.2698,54198.8043,25,1003321.2698,776049.99,0.6311,3498,0.7173,2.172,60,0.4138,19,0,0,1,0.6541,1685,10,1,1,0,0,0,0,1,0
42620.87,3278.5287,635.3085,13,48905.46,3278.5287,0.2859,34267,0.4781,1.0554,3,0.01,2,0,0,1,0.184,333,2,0,0,0,0,0,0,0,0
6208363.32,119391.6023,8020.0524,52,212087.94,55968.51,0.657,54,0.6697,4.3879,12,0.2568,29,1,0,1,0.7637,603,3,0,1,0,0,1,0,0,0
25083031.74,1003321.2698,257697.5935,25,1143560.81,892584.09,0.7098,3257,0.752,1.1368,46,0.4408,6,1,0,1,0.5703,1217,10,1,1,0,0,0,0,1,0
2962768.06,246897.3384,246897.3384,12,935549.99,246897.3384,0.5484,2038,0.838,1.4547,24,0.4019,6,1,0,1,0.8807,200,5,1,1,0,0,0,1,0,0
8622068.28,1077758.5346,64213.7652,8,2452545.77,1077758.5346,0.3029,9916,0.9127,1.3296,7,0.318,9,1,0,1,0.8503,787,8,1,1,0,0,0,1,0,0
15049819.05,1003321.2698,173251.0794,15,1003321.2698,892584.09,0.3688,865,0.7114,1.1368,43,0.4138,12,1,0,1,0.7259,1853,6,0,1,0,0,0,0,1,0
3006070.15,273279.1047,4900.403,11,273279.1047,273279.1047,0.987,23,0.9997,19.95,16,0.4654,13,1,0,0,0.5525,402,6,0,1,0,1,0,0,0,0
7251803.32,604316.9433,210070.9272,12,604316.9433,604316.9433,0.6935,7985,0.7006,2.2506,36,0.824,19,1,1,0,0.7151,1176,2,0,1,0,0,0,0,1,0
4691049.43,246897.3384,114624.0457,19,1442653.38,246897.3384,0.4796,1897,0.7986,1.2739,27,0.4982,2,1,0,1,0.8807,951,8,0,1,0,0,0,1,0,0
10033212.7,1003321.2698,101886.893,10,1003321.2698,393240.01,0.7131,1776,0.7358,1.2587,58,0.6063,19,1,1,1,0.5688,472,9,0,1,0,0,0,0,1,0
7193659.03,194423.217,5950.0617,37,194423.217,15715.02,0.698,190,0.8279,4.8654,10,0.1452,7,0,0,1,0.7917,275,8,0,1,1,0,0,0,0,0
14268167.8,594506.9918,149537.5595,24,995864.65,594506.9918,0.6408,1962,0.9819,1.6088,29,0.309,9,1,0,1,0.8469,1122,9,1,1,0,0,0,0,0,1
2435100.6,56630.2466,2111.3978,43,56630.2466,56630.2466,0.8626,107,0.8682,11.5163,34,0.3467,27,1,0,0,0.6709,513,3,0,1,0,0,1,0,0,0
38126208.25,1003321.2698,257697.5935,38,1003321.2698,4538.54,0.6937,6035,0.7006,2.7727,60,0.5815,19,1,0,0,0.7203,540,3,0,1,0,0,0,0,1,0
8026570.16,1003321.2698,69018.6254,8,1003321.2698,697376.65,0.6724,7985,0.745,1.1877,58,0.463,7,1,0,1,0.5928,905,10,0,1,0,0,0,0,1,0
1905762.39,173251.1264,28925.8308,11,269899.61,173251.1264,0.8217,43,0.7177,8.4633,24,0.7456,13,0,0,1,0.5525,138,4,1,1,0,1,0,0,0,0
2445716.39,55584.4633,2111.3978,44,55584.4633,55584.4633,0.8501,241,0.8097,4.3879,26,0.5709,29,0,0,0,0.6058,603,7,0,1,0,0,1,0,0,0
289095.34,5071.8481,5071.8481,57,6403.63,5071.8481,0.8121,120,0.6767,3.9496,9,0.4495,3,0,1,1,0.7917,122,3,0,1,1,0,0,0,0,0
218089.47,5071.8481,4448.7847,43,9115.08,5071.8481,0.7173,382,0.6199,3.6637,8,0.1679,3,0,1,0,0.7721,272,3,0,1,1,0,0,0,0,0
5312162.97,442680.2475,199482.9149,12,1183582.44,442680.2475,0.3711,5186,0.9127,0.5447,21,0.3316,4,1,1,1,0.8807,1150,5,0,1,0,0,0,1,0,0
15479692.14,773984.6071,64213.7652,20,773984.6071,773984.6071,0.5195,9447,0.753,1.6134,21,0.3289,3,1,0,1,0.8807,432,8,1,1,0,0,0,1,0,0
2793285.83,93109.5278,2111.3978,30,122230.18,93109.5278,0.7283,54,0.7931,4.3879,33,0.4472,15,1,0,0,0.7802,603,4,1,1,0,0,1,0,0,0
10377810.85,119285.1822,21907.2234,87,119285.1822,119285.1822,0.69,121,0.604,10.6189,45,0.3978,48,1,0,0,0.8921,603,3,0,1,0,0,1,0,0,0
658655.33,18295.9813,3492.6241,36,37170.82,18295.9813,0.6184,338,0.7018,5.567,12,0.1608,7,0,0,0,0.7472,203,11,0,1,1,0,0,0,0,0
611166.07,55560.5521,30812.1467,11,125780.92,55560.5521,0.7412,108,0.9997,19.95,13,0.5224,15,1,0,1,0.871,285,4,0,1,0,1,0,0,0,0
33001787.69,1500081.2586,99278.0184,22,2727345.36,200396.9,0.3709,8480,0.9127,2.1673,22,0.318,9,1,0,0,0.8807,562,8,0,1,0,0,0,1,0,0
8129233.59,812923.3594,82685.2874,10,995864.65,353117.75,0.7904,4846,0.8527,1.6088,29,0.6263,6,1,0,1,0.8847,1580,9,1,1,0,0,0,0,0,1
6009803.51,751225.4382,65426.818,8,751225.4382,751225.4382,0.7131,2498,0.7006,3.5292,56,0.4249,7,0,0,1,0.5866,955,7,0,1,0,0,0,0,1,0
5014412.05,227927.8205,25590.452,22,227927.8205,163434.41,0.8269,95,0.8706,13.8038,25,0.5473,17,1,0,1,0.7519,48,4,0,1,0,1,0,0,0,0
411030.98,19572.9039,1749.5351,21,39531.63,15063.93,0.8,257,0.8124,3.6637,6,0.1452,7,0,1,1,0.7917,63,5,1,1,1,0,0,0,0,0
2184573.63,46480.2901,12717.7346,47,81105.16,21032.61,0.48,54,0.8751,4.5943,17,0.4955,49,1,0,1,0.7082,322,3,1,1,0,0,1,0,0,0
1615737.76,35905.2836,7951.9024,45,35905.2836,35905.2836,0.4054,198,0.7808,3.6637,10,0.2986,3,0,0,1,0.7618,244,4,0,1,1,0,0,0,0,0
5981787.84,206268.5462,7002.6335,29,206268.5462,11343.81,0.8121,396,0.7948,3.6637,10,0.1452,3,0,1,0,0.7917,482,11,0,1,1,0,0,0,0,0
3456562.74,246897.3384,246897.3384,14,590425.09,246897.3384,0.4967,9916,0.9127,2.4819,13,0.318,14,1,0,1,0.863,200,5,1,1,0,0,0,1,0,0
1941470.04,176497.276,43121.4415,11,176497.276,176497.276,0.987,145,0.8679,19.1805,11,0.8908,14,1,1,0,0.8252,286,9,0,1,0,1,0,0,0,0
455093.75,41372.1588,41372.1588,11,371934.42,41372.1588,0.987,86,0.9246,19.078,24,0.4654,18,1,0,1,0.7188,221,4,0,1,0,1,0,0,0,0
4197612.34,61729.5932,2111.3978,68,127907.04,61729.5932,0.48,54,0.9258,4.3879,34,0.2568,11,1,1,0,0.8663,514,3,0,1,0,0,1,0,0,0
14604559.29,912784.9558,137803.3891,16,914235.34,892584.09,0.5054,865,0.8368,1.1368,59,0.4707,19,0,0,1,0.6638,1537,10,0,1,0,0,0,0,1,0
1271036.1,45394.1463,6420.1421,28,45394.1463,19834.78,0.8121,374,0.7124,3.6637,13,0.1671,3,1,0,0,0.6971,348,7,0,1,1,0,0,0,0,0
1806476.9,58273.4483,31553.4223,31,580477.76,58273.4483,0.637,2534,0.9175,2.5893,9,0.309,7,1,0,1,0.6721,1220,9,0,1,0,0,0,0,0,1
18859781.89,1047765.6608,214474.8422,18,3157121.88,779285.21,0.3547,9916,0.9127,2.6774,13,0.318,9,1,0,1,0.8571,332,8,0,1,0,0,0,1,0,0
4034125.62,91684.6731,2111.3978,44,91684.6731,91684.6731,0.5336,210,0.9089,5.8585,25,0.482,11,1,0,0,0.5473,603,5,0,1,0,0,1,0,0,0
19063104.13,1003321.2698,30588.5614,19,1003321.2698,637582.72,0.628,7985,0.8176,4.4195,27,0.6626,9,1,0,1,0.6799,1593,10,0,1,0,0,0,0,1,0
2106745.23,162057.3256,8369.0712,13,173042.82,162057.3256,0.8668,85,0.7264,19.95,17,0.4654,9,1,1,1,0.5525,152,8,0,1,0,1,0,0,0,0
195795.1,19579.5097,2654.0863,10,63446.53,19579.5097,0.2764,39301,0.4869,0.3404,1,0.0287,2,0,0,0,0.0425,2174,2,1,0,0,0,0,0,0,0
1193188.43,39772.9477,2847.6521,30,121866.89,39772.9477,0.5993,269,0.6766,4.3879,21,0.5313,47,1,0,1,0.7564,586,3,1,1,0,0,1,0,0,0
6339578.02,181130.8005,43121.4415,35,181130.8005,181130.8005,0.9111,20,0.8277,17.374,17,0.5243,18,1,0,0,0.5525,78,4,1,1,0,1,0,0,0,0
7947998.29,91356.3022,26048.2836,87,91510.81,59642.3,0.7075,231,0.7823,6.4335,9,0.4678,49,0,0,0,0.7897,535,7,1,1,0,0,1,0,0,0
13973361.75,873335.1091,242665.7434,16,873335.1091,379783.94,0.6311,2682,0.7125,1.1698,48,0.4762,16,0,0,1,0.5688,302,10,1,1,0,0,0,0,1,0
19004187.24,613038.2981,20091.807,31,940836.22,613038.2981,0.6585,4089,0.9819,1.6088,17,0.4842,12,1,0,0,0.8742,1703,9,0,1,0,0,0,0,0,1
455093.75,41372.1588,41372.1588,11,165336.17,41372.1588,0.987,60,0.9468,19.95,16,0.5977,23,1,0,0,0.5675,48,7,0,1,0,1,0,0,0,0
2747072.66,45033.9781,1231.7513,61,45033.9781,45033.9781,0.7732,574,0.7866,5.6968,13,0.2216,5,0,0,1,0.7402,252,6,0,1,1,0,0,0,0,0
4197254.75,246897.3384,230587.6089,17,590425.09,246897.3384,0.592,3819,0.6599,1.8501,27,0.5313,14,1,0,0,0.8298,200,2,1,1,0,0,0,1,0,0
5016929.16,627116.1448,23281.8649,8,627116.1448,609999.2,0.4023,7151,0.9346,3.5042,35,0.623,17,1,0,1,0.6159,1804,9,1,1,0,0,0,0,1,0
7075418.02,235847.2674,9894.1533,30,235847.2674,69014.13,0.596,251,0.7739,6.641,9,0.581,39,0,0,1,0.6998,544,8,0,1,0,0,1,0,0,0
1664110.54,47546.0154,43121.4415,35,241502.15,47546.0154,0.6897,5,0.9997,19.95,9,0.5193,18,1,0,1,0.6889,231,11,0,1,0,1,0,0,0,0
200098.06,5408.0557,2020.7112,37,6403.63,5408.0557,0.8121,260,0.8265,3.6637,8,0.2785,3,1,1,1,0.7917,338,3,0,1,1,0,0,0,0,0
3068846.62,78688.3748,3620.6218,39,87897.9,78688.3748,0.48,274,0.6771,7.2181,25,0.4662,37,0,0,0,0.6993,585,6,0,1,0,0,1,0,0,0
9419748.12,303862.8427,83366.3925,31,303862.8427,303862.8427,0.6838,3052,0.9819,1.6088,39,0.309,6,1,0,1,0.5851,1165,9,0,1,0,0,0,0,0,1
12767065.16,472854.265,20091.807,27,995864.65,472854.265,0.5437,1962,0.9437,4.924,39,0.4997,11,1,0,1,0.8847,1232,8,0,1,0,0,0,0,0,1
21948930.7,812923.3594,20091.807,27,995864.65,605858.22,0.6349,6243,0.9331,2.4223,39,0.6641,6,1,0,0,0.7262,510,3,0,1,0,0,0,0,0,1
17209123.62,235741.4194,7366.5864,73,235741.4194,11722.92,0.8092,439,0.8279,5.1523,12,0.1538,27,1,0,0,0.7917,426,3,0,1,1,0,0,0,0,0
52119923.0,1930367.5187,281353.0288,27,2696013.3,1315145.7,0.3029,5178,0.9127,0.5447,27,0.318,8,1,0,1,0.8807,1808,5,0,1,0,0,0,1,0,0
3699255.23,217603.2489,74875.4658,17,689363.25,217603.2489,0.6224,4258,0.8649,2.0172,49,0.4138,19,1,1,1,0.5688,1185,10,1,1,0,0,0,0,1,0
1856140.39,53032.5825,5061.6754,35,53032.5825,4505.03,0.7699,352,0.8279,3.6637,7,0.1452,3,0,0,0,0.7776,232,3,0,1,1,0,0,0,0,0
4586399.33,416945.3939,150514.1824,11,416945.3939,416945.3939,0.6666,2649,0.7653,1.5111,60,0.7883,18,1,0,0,0.6796,1961,9,0,1,0,0,0,0,1,0
5334450.77,71126.0103,5647.4264,75,71126.0103,66746.62,0.5908,184,0.604,4.3879,13,0.3811,25,1,0,0,0.764,603,6,0,1,0,0,1,0,0,0
23076389.21,1003321.2698,95714.9162,23,1023784.66,892584.09,0.4402,4782,0.8582,4.3047,36,0.6197,12,0,0,1,0.6215,1025,10,0,1,0,0,0,0,1,0
126796.2,5071.8481,3425.2566,25,6403.63,5071.8481,0.8121,300,0.8279,4.7926,12,0.1452,3,1,0,1,0.6564,474,3,0,1,1,0,0,0,0,0
7811065.25,433948.0695,101369.298,18,433948.0695,433948.0695,0.506,1962,0.9819,5.5917,8,0.309,3,1,0,1,0.7339,1160,6,0,1,0,0,0,0,0,1
29506.76,3278.5287,635.3085,9,60675.34,3278.5287,0.1118,39301,0.4203,1.0675,5,0.2692,4,1,0,0,0.394,333,2,0,0,0,0,0,0,0,0
21724063.72,700776.2489,45627.0991,31,973206.45,618876.37,0.6452,4591,0.9283,2.1643,18,0.4182,12,1,0,1,0.583,1703,9,0,1,0,0,0,0,0,1
7984064.87,532270.9912,104681.9372,15,590425.09,532270.9912,0.592,9916,0.892,1.3862,11,0.3948,6,1,0,1,0.7174,1517,6,1,1,0,0,0,1,0,0
2114904.59,192264.0534,43121.4415,11,210819.0,192264.0534,0.8393,65,0.9452,19.8098,18,0.512,32,1,1,0,0.5525,48,4,0,1,0,1,0,0,0,0
455093.75,41372.1588,41372.1588,11,429625.97,41372.1588,0.9401,28,0.8742,7.7169,37,0.7823,13,0,0,0,0.9091,49,6,0,1,0,1,0,0,0,0
854428.91,77675.3559,30148.4954,11,299853.47,77675.3559,0.987,24,0.8552,19.95,18,0.7205,3,1,1,1,0.5525,48,5,0,1,0,1,0,0,0,0
7732373.56,108906.6699,27499.9071,71,193217.19,44742.86,0.5869,54,0.604,7.4685,22,0.4753,42,0,0,0,0.8428,603,3,1,1,0,0,1,0,0,0
25370011.58,939630.0585,64213.7652,27,939630.0585,202163.5,0.3029,9916,0.9043,2.6774,20,0.6524,6,1,0,1,0.7923,200,8,0,1,0,0,0,1,0,0
27089674.28,1003321.2698,153865.0218,27,1063412.38,551765.6,0.5596,2344,0.7622,1.1368,60,0.4227,11,1,0,1,0.5688,971,10,0,1,0,0,0,0,1,0
7458180.47,573706.1898,120450.0264,13,573706.1898,265514.85,0.3688,5308,0.8054,1.7456,39,0.479,19,1,1,1,0.6621,935,10,1,1,0,0,0,0,1,0
7265337.54,302722.3973,34144.6724,24,302722.3973,291509.37,0.9087,73,0.9342,9.8914,39,0.5554,5,1,0,1,0.7626,327,4,0,1,0,1,0,0,0,0
7825154.7,978144.3372,171417.5521,8,1282033.71,132597.31,0.6513,4982,0.8096,3.2251,52,0.8416,19,1,0,1,0.5757,2026,10,1,1,0,0,0,0,1,0
8153505.07,509594.0668,320956.0109,16,1218926.87,509594.0668,0.4736,2741,0.8487,2.3406,16,0.3997,5,1,0,0,0.7478,495,8,1,1,0,0,0,1,0,0
11036533.97,1003321.2698,241097.6913,11,1003321.2698,892584.09,0.3688,1634,0.8541,1.9409,29,0.5128,15,1,0,1,0.5857,1592,10,1,1,0,0,0,0,1,0
10598843.64,662427.7278,64213.7652,16,1151996.82,662427.7278,0.441,1897,0.7084,2.6774,27,0.3373,3,1,0,0,0.7885,200,8,0,1,0,0,0,1,0,0
5222848.34,113540.1813,5117.7191,46,113540.1813,29536.82,0.5746,249,0.8279,5.7532,6,0.1452,4,0,0,0,0.7352,317,8,1,1,1,0,0,0,0,0
7498720.47,749872.0472,232248.681,10,749872.0472,497269.91,0.4845,2648,0.7661,1.1368,60,0.6277,15,0,1,1,0.5688,1774,6,0,1,0,0,0,0,1,0
8190972.39,546064.8262,171335.766,15,1280648.09,413192.39,0.5739,2766,0.8031,1.985,29,0.4919,6,1,1,1,0.6037,2026,10,0,1,0,0,0,0,1,0
9754574.9,180640.2759,10100.8769,54,180640.2759,21245.65,0.8121,344,0.8003,3.6637,11,0.1452,3,0,0,0,0.7917,215,3,1,1,1,0,0,0,0,0
7321278.98,488085.2655,70363.2637,15,590425.09,385726.4,0.4483,1897,0.6104,0.6435,13,0.3211,4,1,0,1,0.8807,200,3,1,1,0,0,0,1,0,0
455093.75,41372.1588,41372.1588,11,90968.42,41372.1588,0.6639,5,0.9063,18.3427,18,0.8908,15,1,0,0,0.5525,157,4,1,1,0,1,0,0,0,0
4343829.18,144794.306,24548.7076,30,144794.306,29562.37,0.8121,436,0.8279,6.1009,10,0.1452,3,0,0,1,0.7538,215,3,0,1,1,0,0,0,0,0
13735411.58,981100.8268,64213.7652,14,1268724.43,968552.57,0.592,4538,0.9127,2.0672,15,0.4926,14,1,0,0,0.8807,810,5,0,1,0,0,0,1,0,0
26111732.52,967101.2044,128996.7898,27,1266678.24,892584.09,0.6132,1893,0.7679,2.0176,60,0.4138,7,0,0,1,0.5688,2026,4,0,1,0,0,0,0,1,0
7669657.94,451156.3497,137999.0296,17,590425.09,451156.3497,0.3398,2986,0.9127,2.6774,22,0.318,4,1,1,1,0.6939,200,6,0,1,0,0,0,1,0,0
319526.43,5071.8481,5071.8481,63,6403.63,5071.8481,0.6826,423,0.7937,6.0204,12,0.1452,3,0,0,0,0.7917,35,3,1,1,1,0,0,0,0,0
22508609.48,900344.3791,497708.5202,25,900344.3791,900344.3791,0.4009,1897,0.9127,2.6774,16,0.4757,5,1,0,1,0.7293,1762,4,0,1,0,0,0,1,0,0
